60.182792	 24.796085	 109.270000	 
60.182759	 24.796080	 98.720000	 
60.182734	 24.796031	 100.350000	 
60.182715	 24.795930	 152.230000	 
60.182692	 24.795887	 154.590000	 
60.182676	 24.795844	 215.860000	 
60.182666	 24.795775	 138.860000	 
60.182675	 24.795653	 95.850000	 
60.182684	 24.795536	 183.120000	 
60.182693	 24.795426	 154.140000	 
60.182709	 24.795528	 120.870000	 
60.182707	 24.795554	 127.530000	 
60.182715	 24.795542	 189.990000	 
60.182720	 24.795523	 163.240000	 
60.182725	 24.795491	 178.190000	 
60.182729	 24.795462	 247.860000	 
60.182731	 24.795469	 126.840000	 
60.182730	 24.795462	 254.910000	 
60.182727	 24.795463	 198.560000	 
60.182722	 24.795474	 156.290000	 
60.182715	 24.795496	 127.030000	 
60.182713	 24.795517	 118.800000	 
60.182708	 24.795545	 149.690000	 
60.182703	 24.795581	 117.390000	 
60.182703	 24.795594	 142.510000	 
60.182702	 24.795603	 141.930000	 
60.182703	 24.795622	 148.210000	 
60.182703	 24.795652	 115.510000	 
60.182703	 24.795681	 94.480000	 
60.182702	 24.795687	 126.480000	 
60.182701	 24.795692	 159.500000	 
60.182697	 24.795705	 248.210000	 
60.182688	 24.795699	 141.230000	 
60.182680	 24.795698	 164.800000	 
60.182673	 24.795700	 130.900000	 
60.182665	 24.795701	 103.070000	 
60.182660	 24.795690	 100.760000	 
60.182654	 24.795665	 97.350000	 
60.182653	 24.795658	 155.830000	 
60.182652	 24.795634	 124.200000	 
60.182662	 24.795666	 101.720000	 
60.182671	 24.795702	 167.770000	 
60.182677	 24.795732	 133.600000	 
60.182682	 24.795751	 118.650000	 
60.182685	 24.795766	 170.800000	 
60.182689	 24.795778	 300.580000	 
60.182701	 24.795806	 333.040000	 
60.182720	 24.795835	 254.000000	 
60.182746	 24.795870	 196.340000	 
60.182767	 24.795902	 153.950000	 
60.182779	 24.795879	 157.560000	 
60.182787	 24.795866	 179.450000	 
60.182790	 24.795860	 215.410000	 
